Company_name	Company_ID	Big3Share	Position	Revenue	Assets	Employees	MarketCap	Exchange	TypeEnt
BENEFICIAL BANCORP, INC.	US471569198	14.43	1	147981.0	4830265.0	782.0	1034098.0	NASDAQ National Market	Bank
J. ALEXANDER'S HOLDINGS, INC.	US471608715	17.580000000000002	1	217914.0	156193.0	3400.0	153207.0	New York Stock Exchange (NYSE)	Industrial company
KLX INC.	US471639172	21.099999999999998	1	1567400.0	3691000.0	2900.0	1738291.0	NASDAQ National Market	Industrial company
ZILLOW GROUP, INC.	US471645716	10.53	5	644677.0	3135700.0	2204.0	1561754.0	NASDAQ National Market	Industrial company
PENNTEX MIDSTREAM PARTNERS, LP	US471669563	0	128	33219.0	407045.0	70.0	295035.0	NASDAQ National Market	Industrial company
WALGREENS BOOTS ALLIANCE, INC.,	US471758322	12.860000000000001	3	103444000.0	68782000.0	360000.0	84333920.0	NASDAQ National Market	Industrial company
INOVALON HOLDINGS, INC.	US471830316	2.3400000000000003	6	437271.0	1112877.0	3323.0	1251798.0	NASDAQ National Market	Industrial company
BLACK STONE MINERALS, L.P.	US471846692	0	125	392924.0	1061436.0	107.0	1494308.0	New York Stock Exchange (NYSE)	Industrial company
REGENXBIO INC.	US471851754	2.0300000000000002	15	7588.0	221380.0	56.0	330283.0	NASDAQ National Market	Industrial company
BAXALTA INCORPORATED	US471869689	14.43	1	6148000.0	12329000.0	17000.0	31121573.0	New York Stock Exchange (NYSE)	Industrial company
TERRAFORM GLOBAL, INC.	US471919173	2.3	8	39449.0	673456.0	nan	316285.0	NASDAQ National Market	Industrial company
SHAKE SHACK INC.	US471941186	2.17	21	190592.0	379547.0	2215.0	1377692.0	New York Stock Exchange (NYSE)	Industrial company
COLUMBIA PIPELINE GROUP, INC.	US471982552	18.98	1	1334900.0	10035600.0	1968.0	10222249.0	New York Stock Exchange (NYSE)	Industrial company
SUMMIT MATERIALS, INC.	US471984212	15.41	2	1432297.0	2396179.0	4300.0	1392728.0	New York Stock Exchange (NYSE)	Industrial company
EASTERLY GOVERNMENT PROPERTIES, INC.	US472047728	3.94	2	71378.0	912047.0	25.0	508666.0	New York Stock Exchange (NYSE)	Financial company
CSW INDUSTRIALS, INC.	US472266942	3.1	6	261834.0	286521.0	732.0	534713.0	NASDAQ National Market	Industrial company
GANNETT CO., INC.	US472390983	17.33	1	2885012.0	2427799.0	18700.0	1819004.0	New York Stock Exchange (NYSE)	Industrial company
PATRIOT TRANSPORTATION HOLDING, INC.	US472482414	1.83	11	122882.0	59526.0	979.0	66830.0	NASDAQ National Market	Industrial company
BABCOCK & WILCOX ENTERPRISES, INC.	US472783641	13.700000000000001	1	1757295.0	1663045.0	5700.0	1086980.0	New York Stock Exchange (NYSE)	Industrial company
TOPBUILD CORP.	US473096382	21.19	1	1616580.0	1642249.0	8000.0	1398423.0	New York Stock Exchange (NYSE)	Industrial company
LUMENTUM HOLDINGS INC.	US473108385	15.620000000000001	2	837100.0	512600.0	1550.0	1447627.0	NASDAQ National Market	Industrial company
SPX FLOW, INC.	US473110748	17.82	1	2388500.0	3304200.0	8000.0	1230249.0	New York Stock Exchange (NYSE)	Industrial company
TALLGRASS ENERGY GP, LP	US473159268	0.12	41	536197.0	3016660.0	nan	1167831.0	New York Stock Exchange (NYSE)	Industrial company
SEASPINE HOLDINGS CORPORATION	US473251758	11.26	3	133178.0	176389.0	300.0	110929.0	NASDAQ National Market	Industrial company
EXTERRAN CORPORATION	US473282259	0	100	1869943.0	1842359.0	7000.0	445588.0	New York Stock Exchange (NYSE)	Industrial company
8POINT3 ENERGY PARTNERS LP	US473298142	0.34	34	10660.0	1017633.0	nan	302366.0	NASDAQ National Market	Industrial company
HEWLETT PACKARD ENTERPRISE COMPANY	US473298624	16.689999999999998	1	52107000.0	81270000.0	240000.0	31344461.0	New York Stock Exchange (NYSE)	Industrial company
WESTROCK COMPANY	US473335141	22.869999999999997	1	11381300.0	25356800.0	41400.0	10048811.0	New York Stock Exchange (NYSE)	Industrial company
MADISON SQUARE GARDEN COMPANY (THE)	US473373056	12.610000000000001	2	1071551.0	2148942.0	8364.0	3319263.0	New York Stock Exchange (NYSE)	Industrial company
CNX COAL RESOURCES LP	US473445032	0	119	261560.0	422129.0	nan	94862.0	New York Stock Exchange (NYSE)	Industrial company
WINGSTOP INC.	US473494862	3.15	5	77969.0	121142.0	428.0	799493.0	NASDAQ National Market	Industrial company
HORIZON GLOBAL CORPORATION	US473574483	11.400000000000002	1	575510.0	331580.0	2700.0	211721.0	New York Stock Exchange (NYSE)	Industrial company
SURGERY PARTNERS, INC.	US473620923	0	104	959891.0	2104443.0	5100.0	681392.0	NASDAQ National Market	Industrial company
GREEN PLAINS PARTNERS LP	US473822258	0	121	50937.0	95777.0	nan	222539.0	NASDAQ National Market	Industrial company
LM FUNDING AMERICA, INC.	US473844457	0	103	6961.0	14612.0	nan	29700.0	NASDAQ National Market	Financial company
VTV THERAPEUTICS INC.	US473916571	1.74	6	519.0	91532.0	46.0	54689.0	NASDAQ National Market	Industrial company
GCP APPLIED TECHNOLOGIES INC.	US473936076	11.879999999999999	1	1418600.0	833100.0	2900.0	1715052.0	New York Stock Exchange (NYSE)	Industrial company
GORES HOLDINGS, INC.	US474168492	0	134	0.0	376060.0	3.0	372000.0	NASDAQ National Market	Financial company
ARMSTRONG FLOORING, INC.	US474303305	0	101	1188700.0	863400.0	3700.0	477445.0	New York Stock Exchange (NYSE)	Industrial company
CSRA INC.	US474310550	22.259999999999998	1	4069746.0	2161282.0	14000.0	4036288.0	New York Stock Exchange (NYSE)	Industrial company
SEQUENTIAL BRANDS GROUP, INC.	US474452789	9.77	6	88262.0	1289837.0	161.0	494405.0	NASDAQ National Market	Industrial company
CAPITOL ACQUISITION CORP. III	US474510443	0	100	0.0	325901.0	2.0	343350.0	NASDAQ National Market	Financial company
BOULEVARD ACQUISITION CORP. II	US474583763	0	138	0.0	371634.0	3.0	344050.0	NASDAQ National Market	Financial company
MANITOWOC FOODSERVICE, INC.	US474625716	5.98	5	1570100.0	1754000.0	5500.0	2237483.0	New York Stock Exchange (NYSE)	Industrial company
QUORUM HEALTH CORPORATION	US474725208	0	100	2187338.0	2294856.0	14000.0	388481.0	New York Stock Exchange (NYSE)	Industrial company
KLR ENERGY ACQUISITION CORP.	US475500436	0	108	0.0	219.0	nan	131950.0	NASDAQ National Market	Industrial company
URBAN EDGE PROPERTIES	US476311266	29.060000000000002	1	322945.0	1918931.0	124.0	2687246.0	New York Stock Exchange (NYSE)	Financial company
WESTAR ENERGY, INC.	US480290150	16.67	1	2459164.0	10705666.0	2330.0	7497773.0	New York Stock Exchange (NYSE)	Industrial company
MGP INGREDIENTS, INC.	US480531200	7.7299999999999995	4	327604.0	194310.0	293.0	543159.0	NASDAQ National Market	Industrial company
LAYNE CHRISTENSEN CO	US480920712	5.670000000000001	11	683010.0	488657.0	2680.0	173867.0	NASDAQ National Market	Industrial company
YRC WORLDWIDE INC.	US480948788	10.719999999999999	2	4832400.0	1879400.0	32000.0	310947.0	NASDAQ National Market	Industrial company
EPIQ SYSTEMS INC	US481056429	16.35	1	544205.0	823897.0	1300.0	560474.0	NASDAQ National Market	Industrial company
CARTESIAN, INC.	US481129619	0.76	17	78344.0	41359.0	nan	11363.0	NASDAQ National Market	Industrial company
SAIA, INC.	US481229851	15.729999999999999	1	1221311.0	729193.0	8700.0	652325.0	NASDAQ National Market	Industrial company
ENTEROMEDICS INC.	US481293684	2.46	6	292.0	11587.0	37.0	5182.0	NASDAQ National Market	Industrial company
PAYPAL HOLDINGS, INC.	US492989869	14.299999999999999	1	9248000.0	28881000.0	16800.0	46166096.0	NASDAQ National Market	Financial company
ARTESIAN RESOURCES CORP	US510002090	8.17	4	77024.0	431626.0	nan	234959.0	NASDAQ National Market	Industrial company
E. I. DU PONT DE NEMOURS AND COMPANY	US510014090	16.75	1	25268000.0	41166000.0	52000.0	58673799.0	New York Stock Exchange (NYSE)	Industrial company
AMERICAN WATER WORKS COMPANY, INC.	US510063696	19.939999999999998	1	3159000.0	17241000.0	6700.0	13172199.0	New York Stock Exchange (NYSE)	Industrial company
CHESAPEAKE UTILITIES CORP	US510064146	12.39	1	459244.0	1067421.0	nan	890034.0	New York Stock Exchange (NYSE)	Industrial company
ROLLINS INC	US510068479	7.7	3	1485305.0	848651.0	11268.0	6215408.0	New York Stock Exchange (NYSE)	Industrial company
ALEXANDER'S, INC.	US510100517	10.54	3	207915.0	1447808.0	73.0	1890620.0	New York Stock Exchange (NYSE)	Financial company
ADVANCED DRAINAGE SYSTEMS, INC.	US510105665	5.8999999999999995	6	1180073.0	1041699.0	3950.0	1334773.0	New York Stock Exchange (NYSE)	Industrial company
WADDELL & REED FINANCIAL INC	US510261715	24.13	1	1516631.0	1555151.0	1691.0	1751216.0	New York Stock Exchange (NYSE)	Financial company
ROPER TECHNOLOGIES, INC.	US510263969	18.75	1	3582395.0	10168365.0	10806.0	17406549.0	New York Stock Exchange (NYSE)	Industrial company
ALLEGHANY CORPORATION	US510283071	19.29	1	5122200.0	22846333.0	nan	8351374.0	New York Stock Exchange (NYSE)	Insurance company
VAIL RESORTS INC	US510291762	14.57	2	1399924.0	2489621.0	5200.0	4728014.0	New York Stock Exchange (NYSE)	Industrial company
INTEGRA LIFESCIENCES HOLDINGS CORP	US510317849	14.9	3	882734.0	1774704.0	3500.0	2750104.0	NASDAQ National Market	Industrial company
MICROSTRATEGY INC	US510323571	15.22	2	529869.0	656894.0	1947.0	1792774.0	NASDAQ National Market	Industrial company
INSYS THERAPEUTICS INC.	US510327886	8.47	4	330797.0	351196.0	510.0	1141882.0	NASDAQ National Market	Industrial company
CONSOL ENERGY INC.	US510337383	25.790000000000003	1	2500981.0	10929902.0	3114.0	3406087.0	New York Stock Exchange (NYSE)	Industrial company
CHEESECAKE FACTORY INCORPORATED	US510340466	18.09	1	2100609.0	1233346.0	37600.0	2429893.0	NASDAQ National Market	Industrial company
SHILOH INDUSTRIES INC	US510347683	2.62	6	1109195.0	666589.0	3400.0	99705.0	NASDAQ National Market	Industrial company
TRIUMPH GROUP INC	US510347963	18.87	1	3888722.0	5956325.0	15153.0	1853784.0	New York Stock Exchange (NYSE)	Industrial company
TAKE TWO INTERACTIVE SOFTWARE INC	US510350842	20.14	1	1082938.0	2228073.0	2840.0	3291564.0	NASDAQ National Market	Industrial company
DAVITA HEALTHCARE PARTNERS INC.	US510354549	16.78	2	13781837.0	18514875.0	60400.0	15910826.0	New York Stock Exchange (NYSE)	Industrial company
DOVER MOTORSPORTS, INC.	US510357525	0.72	15	46539.0	82448.0	57.0	41241.0	New York Stock Exchange (NYSE)	Industrial company
SPEEDWAY MOTORSPORTS INC	US510363307	4.13	5	496463.0	1539197.0	1087.0	726866.0	New York Stock Exchange (NYSE)	Industrial company
J2 GLOBAL, INC.	US510371142	18.55	1	720815.0	1783719.0	1608.0	3261935.0	NASDAQ National Market	Industrial company
AUTOLIV, INC.	US510378542	5.23	8	9169600.0	7525500.0	64100.0	10846045.0	New York Stock Exchange (NYSE)	Industrial company
MEI PHARMA, INC.	US510407811	4.41	3	0.0	64750.0	20.0	48502.0	NASDAQ National Market	Industrial company
DOVER DOWNS GAMING & ENTERTAINMENT, INC.	US510414140	3.15	8	182946.0	173957.0	1407.0	19595.0	New York Stock Exchange (NYSE)	Industrial company
PROOFPOINT, INC.	US510414846	14.1	1	265397.0	705616.0	1203.0	2358560.0	NASDAQ National Market	Industrial company
APPROACH RESOURCES INC.	US510424817	1.91	12	131336.0	1174984.0	102.0	112578.0	NASDAQ National Market	Industrial company
SYNCHRONY FINANCIAL	US510483352	15.66	1	9747000.0	84135000.0	12000.0	25984960.0	New York Stock Exchange (NYSE)	Bank
TRANSDIGM GROUP INCORPORATED	US510484716	13.14	1	2707115.0	8303935.0	8200.0	13561147.0	New York Stock Exchange (NYSE)	Industrial company
GREENHILL & CO., INC.	US510500737	18.39	1	261560.0	423838.0	350.0	606165.0	New York Stock Exchange (NYSE)	Financial company
GENOCEA BIOSCIENCES, INC.	US510596811	4.21	10	670.0	112142.0	87.0	112608.0	NASDAQ National Market	Industrial company
LENDINGCLUB CORPORATION	US510605731	6.640000000000001	7	979683.0	5793634.0	1382.0	1835597.0	New York Stock Exchange (NYSE)	Financial company
HFF, INC.	US510610340	18.06	1	501990.0	742530.0	810.0	1222766.0	New York Stock Exchange (NYSE)	Financial company
PACIRA PHARMACEUTICALS INC	US510619477	17.03	1	248997.0	387735.0	487.0	1693340.0	NASDAQ National Market	Industrial company
TUBEMOGUL, INC.	US510633881	4.510000000000001	11	180696.0	258733.0	577.0	438415.0	NASDAQ National Market	Industrial company
ZOE'S KITCHEN, INC.	US510653504	10.43	1	226557.0	197994.0	3779.0	699755.0	New York Stock Exchange (NYSE)	Industrial company
COLUMBIA PIPELINE PARTNERS L.P.	US510658510	0.53	25	1331800.0	9162000.0	nan	766607.0	New York Stock Exchange (NYSE)	Industrial company
QUEST RESOURCE HOLDING CORP.	US510665952	0.3	15	170139.0	109009.0	112.0	48350.0	NASDAQ National Market	Financial company
MCCORMICK & CO INC	US520408290	20.41	1	4296300.0	4507800.0	10000.0	11271361.0	New York Stock Exchange (NYSE)	Industrial company
PHH CORP	US520551284	14.190000000000001	1	750000.0	nan	3500.0	755681.0	New York Stock Exchange (NYSE)	Bank
TESSCO TECHNOLOGIES INC	US520729657	3.73	11	549619.0	186241.0	nan	105482.0	NASDAQ National Market	Industrial company
FEDERAL REALTY INVESTMENT TRUST	US520782497	33.09	1	744012.0	4896559.0	436.0	10884291.0	New York Stock Exchange (NYSE)	Financial company
BARRETT BUSINESS SERVICES INC	US520812977	11.24	2	750000.0	nan	87500.0	262958.0	NASDAQ National Market	Industrial company
GP STRATEGIES CORPORATION	US520845774	7.94	2	490280.0	302350.0	3250.0	388072.0	New York Stock Exchange (NYSE)	Industrial company
HEMISPHERX BIOPHARMA INC	US520845822	2.36	2	133.0	22804.0	30.0	30296.0	NYSE MKT	Industrial company
SPHERIX INC	US520849320	0	105	33.0	13694.0	nan	7083.0	NASDAQ National Market	Industrial company
UNIVERSAL SECURITY INSTRUMENTS, INC.	US520898545	0	110	9892.0	19906.0	nan	8095.0	NYSE MKT	Industrial company
NASDAQ, INC.	US521165937	16.33	3	3403000.0	11861000.0	3824.0	10803677.0	NASDAQ National Market	Financial company
RADIO ONE INC	US521166660	2.54	10	450861.0	1346524.0	1306.0	114790.0	NASDAQ National Market	Industrial company
NORFOLK SOUTHERN CORP	US521188014	15.82	1	10511000.0	34260000.0	30456.0	24841977.0	New York Stock Exchange (NYSE)	Industrial company
STARWOOD HOTELS & RESORTS WORLDWIDE, INC.	US521193298	16.15	1	5763000.0	8257000.0	188000.0	12496620.0	New York Stock Exchange (NYSE)	Industrial company
LEGG MASON INC	US521200960	18.88	1	3000000.0	nan	3500.0	3628865.0	New York Stock Exchange (NYSE)	Bank
AIR T INC	US521206400	0.46	14	112181.0	43456.0	nan	57178.0	NASDAQ National Market	Industrial company
CHOICE HOTELS INTERNATIONAL INC	US521209792	6.930000000000001	11	859878.0	717010.0	1462.0	2582052.0	New York Stock Exchange (NYSE)	Industrial company
VOYA FINANCIAL INC	US521222820	16.89	1	4636400.0	218249600.0	nan	6785708.0	New York Stock Exchange (NYSE)	Insurance company
CELSION CORP	US521256615	7.02	3	500.0	49055.0	25.0	33046.0	NASDAQ National Market	Industrial company
FTI CONSULTING INC	US521261113	18.419999999999998	1	1779149.0	2229018.0	4634.0	1730828.0	New York Stock Exchange (NYSE)	Financial company
CENTER BANCORP INC	US521273725	8.62	2	62500.0	nan	175.0	490725.0	NASDAQ National Market	Bank
WABASH NATIONAL CORP	US521375208	21.75	1	2027489.0	949670.0	5300.0	894024.0	New York Stock Exchange (NYSE)	Industrial company
FIRST UNITED CORPORATION	US521380770	3.99	3	57125.0	1323456.0	325.0	65730.0	NASDAQ National Market	Bank
SUN BANCORP INC	US521382541	5.83	4	112500.0	nan	375.0	395910.0	NASDAQ National Market	Bank
CHAMPIONS ONCOLOGY, INC.	US521401755	0	111	8863.0	12047.0	nan	28804.0	NASDAQ National Market	Industrial company
ADVISORY BOARD COMPANY (THE)	US521468699	14.24	1	768348.0	1979477.0	3500.0	1325708.0	NASDAQ National Market	Industrial company
SINCLAIR BROADCAST GROUP INC	US521494660	10.090000000000002	5	2219136.0	5432315.0	8000.0	2167751.0	NASDAQ National Market	Industrial company
SANDY SPRING BANCORP, INC.	US521532952	11.78	1	188024.0	4655380.0	721.0	697787.0	NASDAQ National Market	Bank
DYNEX CAPITAL INC	US521549373	8.6	1	100244.0	3670048.0	20.0	325029.0	New York Stock Exchange (NYSE)	Financial company
CITIGROUP INC	US521568099	16.169999999999998	1	76619000.0	1731210000.0	231000.0	136709005.0	New York Stock Exchange (NYSE)	Bank
FEDERAL AGRICULTURAL MORTGAGE CORPORATION	US521578738	8.83	4	143444.0	15540354.0	71.0	322541.0	New York Stock Exchange (NYSE)	Bank
MOHAWK INDUSTRIES INC	US521604305	16.04	1	8071563.0	9934400.0	34100.0	14643404.0	New York Stock Exchange (NYSE)	Industrial company
BLONDER TONGUE LABORATORIES INC	US521611421	0	109	20943.0	16230.0	nan	2368.0	NYSE MKT	Industrial company
COMMUNITY FINANCIAL CORP	US521652138	0	113	39828.0	1143332.0	175.0	104624.0	NASDAQ National Market	Bank
BAY BANCORP INC	US521660951	0	126	26286.0	491161.0	144.0	55577.0	NASDAQ National Market	Bank
SEVERN BANCORP INC	US521726127	0.18	11	27268.0	762079.0	152.0	72021.0	NASDAQ National Market	Bank
KADANT INC	US521762325	11.89	1	390107.0	415498.0	1800.0	532622.0	New York Stock Exchange (NYSE)	Industrial company
GLEN BURNIE BANCORP	US521782444	0	122	730.0	34186.0	nan	29682.0	NASDAQ National Market	Bank
EQUITY ONE INC	US521794271	15.91	1	360153.0	3375903.0	149.0	4158961.0	New York Stock Exchange (NYSE)	Financial company
SAUL CENTERS INC	US521833074	21.05	3	209077.0	1295408.0	61.0	1202911.0	New York Stock Exchange (NYSE)	Financial company
IMMUNE PHARMACEUTICALS INC	US521841431	0.71	9	0.0	36184.0	12.0	8599.0	NASDAQ National Market	Industrial company
GSE SYSTEMS INC	US521868008	0.3	24	56803.0	39371.0	nan	38949.0	NYSE MKT	Industrial company
CONDOR HOSPITALITY TRUST, INC.	US521889548	0.36	6	57341.0	143871.0	nan	9735.0	NASDAQ National Market	Financial company
LOCKHEED MARTIN CORP	US521893632	28.75	1	46132000.0	49128000.0	126000.0	73096124.0	New York Stock Exchange (NYSE)	Industrial company
SHORE BANCSHARES, INC.	US521974638	2.27	11	50810.0	1135143.0	293.0	141748.0	NASDAQ National Market	Bank
STRAYER EDUCATION INC	US521975978	12.95	2	434437.0	248434.0	1464.0	533718.0	NASDAQ National Market	Industrial company
UNITED THERAPEUTICS CORP	US521984749	20.880000000000003	1	1465761.0	2184445.0	750.0	5246991.0	NASDAQ National Market	Industrial company
UNDER ARMOUR, INC.	US521990078	15.139999999999999	2	3963313.0	2865970.0	14200.0	6939408.0	New York Stock Exchange (NYSE)	Industrial company
NEURALSTEM, INC.	US522007292	4.3100000000000005	4	10.0	14950.0	33.0	31571.0	NASDAQ National Market	Industrial company
EVERBANK FINANCIAL CORP	US522024090	12.110000000000001	1	846361.0	26601026.0	3000.0	1907514.0	New York Stock Exchange (NYSE)	Bank
WIDEPOINT CORPORATION	US522040275	2.9299999999999997	3	70838.0	50858.0	300.0	60410.0	NYSE MKT	Industrial company
MARRIOTT INTERNATIONAL INC	US522055918	13.58	2	14486000.0	6082000.0	127500.0	16858105.0	NASDAQ National Market	Industrial company
CEB INC.	US522056410	20.21	1	928434.0	1338552.0	4600.0	2041854.0	New York Stock Exchange (NYSE)	Industrial company
NATIONAL HEALTHCARE CORP	US522057472	9.41	1	906622.0	1045329.0	13225.0	945321.0	NYSE MKT	Industrial company
EAGLE BANCORP, INC.	US522061461	11.229999999999999	1	260570.0	6076649.0	434.0	1705451.0	NASDAQ National Market	Bank
NIC INC.	US522077581	18.24	1	292376.0	241237.0	859.0	1286589.0	NASDAQ National Market	Industrial company
MCCLATCHY CO	US522080478	4.51	5	1056574.0	1923034.0	5600.0	58555.0	New York Stock Exchange (NYSE)	Industrial company
BUILDERS FIRSTSOURCE, INC.	US522084569	8.12	3	3564425.0	2882038.0	14000.0	1297105.0	NASDAQ National Market	Industrial company
COSTAR GROUP INC	US522091509	11.360000000000001	1	711764.0	2079571.0	2631.0	6721734.0	NASDAQ National Market	Industrial company
CENTRUS ENERGY CORP.	US522107911	0.14	16	418200.0	820700.0	nan	21481.0	NYSE MKT	Industrial company
ACHILLION PHARMACEUTICALS, INC.	US522113479	14.46	1	66122.0	464525.0	80.0	1243424.0	NASDAQ National Market	Industrial company
OTELCO, INC.	US522126395	0.99	7	71102.0	118581.0	nan	13560.0	NASDAQ National Market	Industrial company
ALASKA COMMUNICATIONS SYSTEMS GROUP INC	US522126573	3.62	3	232817.0	463601.0	661.0	89654.0	NASDAQ National Market	Industrial company
BROADSOFT INC	US522130962	14.04	1	278843.0	592374.0	1247.0	1285208.0	NASDAQ National Market	Industrial company
TC PIPELINES LP	US522135448	0	145	344000.0	3126000.0	nan	3562183.0	New York Stock Exchange (NYSE)	Industrial company
NEUSTAR, INC.	US522141938	15.969999999999999	1	1049958.0	2202247.0	2125.0	1277369.0	New York Stock Exchange (NYSE)	Industrial company
CITI TRENDS, INC.	US522150697	12.68	1	683791.0	314508.0	5500.0	241201.0	NASDAQ National Market	Industrial company
