Company_name	Company_ID	Big3Share	Position	Exchange	TypeEnt	VAR	Dollars_th
STRATA SKIN SCIENCES, INC.	US133986004	3.49	4	NASDAQ National Market	Industrial company	MarketCap	7517.0
SIX FLAGS ENTERTAINMENT CORPORATION	US133995059	9.96	2	New York Stock Exchange (NYSE)	Industrial company	MarketCap	5362376.0
MOODY'S CORPORATION	US133998945	17.43	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	19183240.0
GAMCO INVESTORS, INC.	US134007862	1.4300000000000002	4	New York Stock Exchange (NYSE)	Financial company	MarketCap	387065.0
GOLDMAN SACHS GROUP, INC	US134019460	16.5	1	New York Stock Exchange (NYSE)	Bank	MarketCap	66267810.0
MSCI INC.	US134038723	16.61	1	New York Stock Exchange (NYSE)	Financial company	MarketCap	7654514.0
BGC PARTNERS INC	US134063515	9.43	3	NASDAQ National Market	Bank	MarketCap	2193802.0
CROSS COUNTRY HEALTHCARE INC	US134066229	16.48	1	NASDAQ National Market	Industrial company	MarketCap	443419.0
CORNERSTONE ONDEMAND, INC.	US134068197	13.04	1	NASDAQ National Market	Industrial company	MarketCap	2173918.0
METLIFE INC	US134075851	15.12	2	New York Stock Exchange (NYSE)	Insurance company	MarketCap	50285975.0
ALJ REGIONAL HOLDINGS INC	US134082185	0.0	101	NASDAQ National Market	Industrial company	MarketCap	145056.0
PLANET PAYMENT, INC.	US134084693	3.6	12	NASDAQ National Market	Industrial company	MarketCap	212449.0
KERYX BIOPHARMACEUTICALS, INC.	US134087132	14.759999999999998	2	NASDAQ National Market	Industrial company	MarketCap	620111.0
TIME WARNER INC.	US134099534	15.43	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	59199764.0
SITO MOBILE, LTD.	US134122844	1.19	7	NASDAQ National Market	Industrial company	MarketCap	51546.0
ATLAS AIR WORLDWIDE HOLDINGS, INC.	US134146982	18.95	1	NASDAQ National Market	Industrial company	MarketCap	1094662.0
MGT CAPITAL INVESTMENTS, INC.	US134148725	0.0	113	NYSE MKT	Industrial company	MarketCap	55927.0
SIGNATURE BANK	US134149421	19.18	1	NASDAQ National Market	Bank	MarketCap	4047352.0
ZIMMER BIOMET HOLDINGS, INC.	US134151777	14.250000000000002	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	24520330.0
MASTERCARD INC.	US134172551	14.38	1	New York Stock Exchange (NYSE)	Financial company	MarketCap	104790647.0
SAFETY INSURANCE GROUP INC	US134181699	18.33	1	NASDAQ National Market	Insurance company	MarketCap	898586.0
MOLINA HEALTHCARE INC	US134204626	15.84	2	New York Stock Exchange (NYSE)	Insurance company	MarketCap	2747719.0
INDEPENDENT BANK GROUP, INC.	US134219346	4.8	3	NASDAQ National Market	Bank	MarketCap	705394.0
DOUGLAS DYNAMICS, INC.	US134275891	11.079999999999998	2	New York Stock Exchange (NYSE)	Industrial company	MarketCap	489186.0
SYNUTRA INTERNATIONAL, INC.	US134306188	2.3	3	NASDAQ National Market	Industrial company	MarketCap	235873.0
HESS CORPORATION	US134921002	14.079999999999998	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	19076008.0
AMERICAN EXPRESS COMPANY	US134922250	13.62	2	New York Stock Exchange (NYSE)	Bank	MarketCap	62311686.0
AMERICAN ELECTRIC POWER COMPANY INC	US134922640	17.96	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	31596362.0
CHURCH & DWIGHT CO INC	US134996950	21.23	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	12598163.0
ITT CORPORATION	US135158950	16.700000000000006	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	3096737.0
NL INDUSTRIES INC	US135267260	1.86	4	New York Stock Exchange (NYSE)	Industrial company	MarketCap	152893.0
PFIZER INC	US135315170	17.74	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	209904440.0
EXXON MOBIL CORP	US135409005	16.73	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	373236497.0
JOHN WILEY & SONS, INC.	US135593032	17.0	3	New York Stock Exchange (NYSE)	Industrial company	MarketCap	2579795.0
VOLT INFORMATION SCIENCES INC	US135658129	3.7	7	NYSE MKT	Industrial company	MarketCap	132274.0
RAMCO GERSHENSON PROPERTIES TRUST	US136908486	26.44	1	New York Stock Exchange (NYSE)	Financial company	MarketCap	1428557.0
BP PRUDHOE BAY ROYALTY TRUST	US136943724	0.0	122	New York Stock Exchange (NYSE)	Industrial company	MarketCap	300456.0
ALBANY INTERNATIONAL CORP	US140462060	18.42	3	New York Stock Exchange (NYSE)	Industrial company	MarketCap	1135134.0
GENERAL ELECTRIC COMPANY	US140689340	15.53	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	276973197.0
ESPEY MANUFACTURING & ELECTRONICS CORP	US141387171	1.37	12	NYSE MKT	Industrial company	MarketCap	59814.0
TRANS WORLD ENTERTAINMENT CORP	US141541629	1.97	5	NASDAQ National Market	Industrial company	MarketCap	123057.0
COMMAND SECURITY CORP	US141626307	0.11	15	NYSE MKT	Industrial company	MarketCap	24287.0
TRUSTCO BANK CORPORATION NEW YORK	US141630287	15.95	1	NASDAQ National Market	Bank	MarketCap	632180.0
AMETEK INC	US141682544	18.2	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	11164004.0
ALBANY MOLECULAR RESEARCH INC	US141742717	12.69	1	NASDAQ National Market	Industrial company	MarketCap	514125.0
AVANGRID, INC.	US141798693	1.68	4	New York Stock Exchange (NYSE)	Industrial company	MarketCap	12889346.0
GREENE COUNTY BANCORP, INC	US141809721	0.0	105	NASDAQ National Market	Bank	MarketCap	151861.0
HANSEN MEDICAL, INC.	US141850535	2.21	11	NASDAQ National Market	Industrial company	MarketCap	75579.0
MAXLINEAR, INC.	US141896129	9.91	2	New York Stock Exchange (NYSE)	Industrial company	MarketCap	1142786.0
EMERGENT BIOSOLUTIONS INC.	US141902018	17.0	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	1750656.0
COHEN & STEERS, INC.	US141904657	6.46	4	New York Stock Exchange (NYSE)	Financial company	MarketCap	1777777.0
WILLDAN GROUP, INC.	US141951112	2.43	9	NASDAQ National Market	Industrial company	MarketCap	82241.0
ONE GROUP HOSPITALITY, INC. (THE)	US141961545	0.0	113	NASDAQ National Market	Industrial company	MarketCap	58725.0
FIRST NBC BANK HOLDING CO	US141985604	13.87	1	NASDAQ National Market	Bank	MarketCap	358296.0
IDEAL POWER INC.	US141999058	0.0	118	NASDAQ National Market	Industrial company	MarketCap	41481.0
PACIFIC INTERNATIONAL ENTERPRISES I	US143071803L	0.0	100	New York Stock Exchange (NYSE)	Industrial company	MarketCap	0.0
LEGACYTEXAS FINANCIAL GROUP INC	US149183822L	17.57	1	NASDAQ National Market	Financial company	MarketCap	1279767.0
UNITED COMMUNITY BANCORP INC	US149186642L	0.0	130	NASDAQ National Market	Financial company	MarketCap	59449.0
TFS FINANCIAL CORP	US149195129L	2.81	2	NASDAQ National Market	Financial company	MarketCap	5312341.0
MAGYAR BANCORP INC	US149198162L	0.18	7	NASDAQ National Market	Financial company	MarketCap	59046.0
UNITED FINANCIAL BANCORP INC	US149209348L	6.37	3	NASDAQ National Market	Financial company	MarketCap	664699.0
LOEWS CORP	US149209459L	13.29	1	New York Stock Exchange (NYSE)	Insurance company	MarketCap	13781012.0
GREAT WESTERN BANCORP INC	US150238546L	14.95	1	New York Stock Exchange (NYSE)	Financial company	MarketCap	1871707.0
CORNING INC	US160393470	16.6	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	22055399.0
EASTMAN KODAK CO	US160417150	6.61	8	New York Stock Exchange (NYSE)	Industrial company	MarketCap	537885.0
ELMIRA SAVINGS BANK	US160422120	0.0	105	NASDAQ National Market	Bank	MarketCap	38556.0
TEGNA, INC.	US160442930	18.48	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	4958829.0
XEROX CORP	US160468020	20.13	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	9957813.0
HARDINGE INC	US160470200	6.09	5	NASDAQ National Market	Industrial company	MarketCap	138994.0
COLUMBUS MCKINNON CORP	US160547600	10.88	2	NASDAQ National Market	Industrial company	MarketCap	304022.0
CONSTELLATION BRANDS, INC.	US160716709	16.67	3	New York Stock Exchange (NYSE)	Industrial company	MarketCap	27843335.0
SENECA FOODS CORP	US160733425	6.6000000000000005	5	NASDAQ National Market	Industrial company	MarketCap	249823.0
MOOG INC	US160757636	18.83	2	New York Stock Exchange (NYSE)	Industrial company	MarketCap	1789523.0
TAYLOR DEVICES INC	US160797789	0.0	108	NASDAQ National Market	Industrial company	MarketCap	56508.0
FINANCIAL INSTITUTIONS, INC	US160816610	10.9	1	NASDAQ National Market	Bank	MarketCap	407249.0
SERVOTRONICS INC	US160837866	1.02	10	NYSE MKT	Industrial company	MarketCap	20280.0
MONRO MUFFLER BRAKE INC	US160838627	18.68	1	NASDAQ National Market	Industrial company	MarketCap	2043213.0
TRANSCAT, INC.	US160874418	0.79	13	NASDAQ National Market	Industrial company	MarketCap	68369.0
COMPUTER TASK GROUP INC	US160912632	2.86	8	NASDAQ National Market	Industrial company	MarketCap	101445.0
ASTRONICS CORPORATION	US160959303	14.2	2	NASDAQ National Market	Industrial company	MarketCap	743058.0
RAND CAPITAL CORPORATION	US160961359	0.0	109	NASDAQ National Market	Venture capital	MarketCap	26080.0
M&T BANK CORPORATION	US160968385	18.96	1	New York Stock Exchange (NYSE)	Bank	MarketCap	18979713.0
ECOLOGY AND ENVIRONMENT, INC.	US160971022	1.62	11	NASDAQ National Market	Industrial company	MarketCap	32050.0
CONMED CORP	US160977505	19.680000000000003	1	NASDAQ National Market	Industrial company	MarketCap	1096461.0
PAYCHEX INC	US161124166	15.55	1	NASDAQ National Market	Industrial company	MarketCap	19565378.0
SP PLUS CORPORATION	US161171179	7.45	4	NASDAQ National Market	Industrial company	MarketCap	503215.0
SOVRAN SELF STORAGE INC	US161194043	28.64	1	New York Stock Exchange (NYSE)	Financial company	MarketCap	5012793.0
GRAHAM CORP	US161194720	7.68	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	179388.0
COMMUNITY BANK SYSTEM INC	US161213679	18.55	1	New York Stock Exchange (NYSE)	Bank	MarketCap	1815195.0
DOCUMENT SECURITY SYSTEMS, INC.	US161229730	1.19	4	NYSE MKT	Industrial company	MarketCap	10999.0
CHEMUNG FINANCIAL CORPORATION	US161237038	1.51	9	NASDAQ National Market	Bank	MarketCap	151135.0
DICK'S SPORTING GOODS, INC.	US161241537	15.26	3	New York Stock Exchange (NYSE)	Industrial company	MarketCap	3842190.0
NBT BANCORP, INC.	US161268674	20.36	1	NASDAQ National Market	Bank	MarketCap	1260330.0
CARROLS RESTAURANT GROUP, INC.	US161287774	9.29	1	NASDAQ National Market	Industrial company	MarketCap	439964.0
EVANS BANCORP, INC.	US161332767	0.0	118	NYSE MKT	Bank	MarketCap	102187.0
ULTRALIFE CORP.	US161387013	2.76	9	NASDAQ National Market	Industrial company	MarketCap	66070.0
QUEST DIAGNOSTICS INCORPORATED	US161387862	18.22	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	10921909.0
PAR TECHNOLOGY CORP	US161434688	1.83	10	New York Stock Exchange (NYSE)	Industrial company	MarketCap	70845.0
GIBRALTAR INDUSTRIES, INC.	US161445150	16.27	1	NASDAQ National Market	Industrial company	MarketCap	931765.0
TOMPKINS FINANCIAL CORP	US161482357	17.2	1	NYSE MKT	Bank	MarketCap	995953.0
GREATBATCH, INC.	US161531026	16.419999999999998	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	976863.0
SYNACOR, INC.	US161542712	0.85	15	NASDAQ National Market	Industrial company	MarketCap	94570.0
PACIFIC BIOSCIENCES OF CALIFORNIA INC	US161590339	11.25	1	NASDAQ National Market	Industrial company	MarketCap	798465.0
ENLINK MIDSTREAM PARTNERS, LP	US161616605	0.0	144	New York Stock Exchange (NYSE)	Industrial company	MarketCap	5230901.0
TESSERA TECHNOLOGIES, INC.	US161620029	23.78	1	NASDAQ National Market	Industrial company	MarketCap	1562444.0
LPATH, INC	US161630142	0.19	12	NASDAQ National Market	Industrial company	MarketCap	5926.0
INSTITUTIONAL FINANCIAL MARKETS, INC.	US161685692	2.26	6	NYSE MKT	Financial company	MarketCap	9661.0
MONEYGRAM INTERNATIONAL, INC.	US161690064	7.36	6	NASDAQ National Market	Financial company	MarketCap	348979.0
VILLAGE BANK AND TRUST FINANCIAL CORP	US161694602	0.0	108	NASDAQ National Market	Bank	MarketCap	32963.0
SPOK HOLDINGS, INC.	US161694797	28.22	1	NASDAQ National Market	Industrial company	MarketCap	351924.0
FIDELITY NATIONAL FINANCIAL INC	US161725106	11.81	1	New York Stock Exchange (NYSE)	Insurance company	MarketCap	9468193.0
MORGANS HOTEL GROUP CO.	US161736884	7.58	3	NASDAQ National Market	Industrial company	MarketCap	76142.0
LEGACY RESERVES LP	US161751069	0.0	120	NASDAQ National Market	Industrial company	MarketCap	171001.0
ADESTO TECHNOLOGIES CORPORATION	US161755067	0.0	114	NASDAQ National Market	Industrial company	MarketCap	53781.0
ROYCE FOCUS TRUST INC	US174262263L	0.0	104	NASDAQ National Market	Financial company	MarketCap	145676.0
HOME FEDERAL BANCORP INCORPORATED OF LOUISIANA	US174266790L	0.0	114	NASDAQ National Market	Financial company	MarketCap	44047.0
EQUITABLE FINANCIAL CORP	US174267189L	0.0	107	NASDAQ National Market	Financial company	MarketCap	28688.0
ANCHOR BANCORP	US180965109L	0.92	14	NASDAQ National Market	Financial company	MarketCap	59497.0
HEALTH INSURANCE INNOVATIONS INC	US196306431L	0.15	27	NASDAQ National Market	Financial company	MarketCap	54105.0
COUNTERPATH CORPORATION	US200004161	0.0	109	NASDAQ National Market	Industrial company	MarketCap	9745.0
PROFIRE ENERGY, INC.	US200019425	0.0	114	NASDAQ National Market	Industrial company	MarketCap	57516.0
ALIMERA SCIENCES INC	US200028718	5.51	12	NASDAQ National Market	Industrial company	MarketCap	69900.0
WYNDHAM WORLDWIDE CORP.	US200052541	19.55	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	7553380.0
ARBOR REALTY TRUST INC	US200057959	5.4	6	New York Stock Exchange (NYSE)	Industrial company	MarketCap	354532.0
INFOBLOX INC.	US200062867	14.760000000000002	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	1078900.0
DIGITAL ALLY, INC	US200064269	3.12	1	NASDAQ National Market	Industrial company	MarketCap	18685.0
ZION OIL & GAS, INC.	US200065053	2.25	1	NASDAQ National Market	Industrial company	MarketCap	62632.0
COLUMBIA PROPERTY TRUST, INC.	US200068852	19.83	1	New York Stock Exchange (NYSE)	Financial company	MarketCap	2542187.0
CLEVELAND BIOLABS, INC.	US200077155	0.79	7	NASDAQ National Market	Industrial company	MarketCap	24282.0
NANOSTRING TECHNOLOGIES, INC.	US200094687	7.01	3	NASDAQ National Market	Industrial company	MarketCap	276026.0
WHITING PETROLEUM CORPORATION	US200098515	20.19	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	2456710.0
PRONAI THERAPEUTICS, INC.	US200138994	0.0	108	NASDAQ National Market	Industrial company	MarketCap	175617.0
XENIA HOTELS & RESORTS, INC.	US200141677	26.42	1	New York Stock Exchange (NYSE)	Financial company	MarketCap	1731612.0
OLD LINE BANCSHARES, INC	US200154352	2.12	12	NASDAQ National Market	Bank	MarketCap	191367.0
MEDICAL PROPERTIES TRUST INC	US200191742	28.5	1	New York Stock Exchange (NYSE)	Financial company	MarketCap	3484818.0
MARINUS PHARMACEUTICALS, INC.	US200198082	1.44	12	NASDAQ National Market	Industrial company	MarketCap	103594.0
KONA GRILL, INC.	US200216690	6.22	7	NASDAQ National Market	Industrial company	MarketCap	137225.0
PORTOLA PHARMACEUTICALS, INC.	US200216859	14.52	1	NASDAQ National Market	Industrial company	MarketCap	1552925.0
SELECT BANCORP INC	US200218264	0.24	15	NASDAQ National Market	Bank	MarketCap	93780.0
PRESS GANEY HOLDINGS, INC.	US200259496	3.3	4	New York Stock Exchange (NYSE)	Industrial company	MarketCap	1800594.0
INTERSECT ENT, INC.	US200280837	7.500000000000001	4	NASDAQ National Market	Industrial company	MarketCap	371360.0
KRATON PERFORMANCE POLYMERS, INC.	US200411521	22.06	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	833912.0
AMICUS THERAPEUTICS, INC.	US200422823	16.19	1	NASDAQ National Market	Industrial company	MarketCap	896972.0
DENBURY RESOURCES INC.	US200467835	21.09	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	1377834.0
TRIUMPH BANCORP INC	US200477066	6.89	2	NASDAQ National Market	Bank	MarketCap	288697.0
PERFORMANT FINANCIAL CORPORATION	US200484934	2.26	14	NASDAQ National Market	Financial company	MarketCap	86489.0
CABELA'S INCORPORATED	US200486586	12.420000000000002	2	New York Stock Exchange (NYSE)	Industrial company	MarketCap	3364795.0
REACHLOCAL INC.	US200498783	0.12	23	NASDAQ National Market	Industrial company	MarketCap	48728.0
BANK OF THE JAMES FINANCIAL GROUP, INC.	US200500300	0.0	118	NASDAQ National Market	Bank	MarketCap	53111.0
REYNOLDS AMERICAN INC.	US200546644	9.15	4	New York Stock Exchange (NYSE)	Industrial company	MarketCap	71552618.0
PGT, INC.	US200634715	17.13	1	NASDAQ National Market	Industrial company	MarketCap	519939.0
TOWN SPORTS INTERNATIONAL HOLDINGS, INC.	US200640002	3.38	10	NASDAQ National Market	Industrial company	MarketCap	77369.0
PLY GEM HOLDINGS, INC.	US200645710	3.85	5	New York Stock Exchange (NYSE)	Industrial company	MarketCap	1016704.0
HALCON RESOURCES CORPORATION	US200700684	8.4	3	New York Stock Exchange (NYSE)	Industrial company	MarketCap	32842.0
WILSHIRE BANCORP, INC.	US200711133	15.09	1	NASDAQ National Market	Bank	MarketCap	901338.0
NEWMARKET CORPORATION	US200812170	13.66	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	4846931.0
HOLLY ENERGY PARTNERS, L.P.	US200833098	0.0	131	New York Stock Exchange (NYSE)	Industrial company	MarketCap	1918086.0
T-MOBILE US, INC.	US200836269	3.5	4	NASDAQ National Market	Industrial company	MarketCap	34975776.0
ASHLAND INC	US200865835	18.81	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	7086093.0
CARBYLAN THERAPEUTICS, INC.	US200915291	2.17	10	NASDAQ National Market	Industrial company	MarketCap	27912.0
HILL INTERNATIONAL,INC.	US200953973	7.13	5	New York Stock Exchange (NYSE)	Industrial company	MarketCap	218759.0
DEMANDWARE, INC.	US200982939	12.83	3	New York Stock Exchange (NYSE)	Industrial company	MarketCap	1763448.0
TOKAI PHARMACEUTICALS, INC.	US201000967	4.46	6	NASDAQ National Market	Industrial company	MarketCap	166366.0
CUBESMART	US201024732	24.67	1	New York Stock Exchange (NYSE)	Financial company	MarketCap	5636351.0
MOSAIC COMPANY (THE)	US201026454	13.06	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	8986783.0
EXTRA SPACE STORAGE, INC.	US201076777	29.46	1	New York Stock Exchange (NYSE)	Financial company	MarketCap	11635552.0
TEXAS ROADHOUSE, INC.	US201083890	17.25	1	NASDAQ National Market	Industrial company	MarketCap	3176517.0
COMSTOCK HOLDING COMPANIES, INC.	US201164345	0.0	109	NASDAQ National Market	Industrial company	MarketCap	5784.0
DIAMONDROCK HOSPITALITY COMPANY	US201180098	30.24	1	New York Stock Exchange (NYSE)	Financial company	MarketCap	1781487.0
RAND LOGISTICS, INC.	US201195343	3.71	16	NASDAQ National Market	Industrial company	MarketCap	16819.0
SUNSTONE HOTEL INVESTORS, INC	US201296886	25.05	1	New York Stock Exchange (NYSE)	Financial company	MarketCap	2609817.0
PRESTIGE BRANDS HOLDINGS, INC.	US201297589	22.11	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	2883827.0
OCLARO, INC.	US201303994	6.16	3	NASDAQ National Market	Industrial company	MarketCap	559614.0
NEENAH PAPER, INC.	US201308307	16.52	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	1150866.0
CHINA HOUSING & LAND DEVELOPMENT, INC.	US201334845	0.0	106	NASDAQ National Market	Financial company	MarketCap	20773.0
EDUCATION REALTY TRUST, INC.	US201352180	26.11000000000001	1	New York Stock Exchange (NYSE)	Financial company	MarketCap	2800627.0
APIGEE CORPORATION	US201367539	4.2200000000000015	8	NASDAQ National Market	Industrial company	MarketCap	319465.0
INNOPHOS HOLDINGS, INC.	US201380758	19.6	1	NASDAQ National Market	Industrial company	MarketCap	749447.0
ENVESTNET, INC.	US201409613	12.55	2	New York Stock Exchange (NYSE)	Financial company	MarketCap	1433646.0
SOUTHERN NATIONAL BANCORP OF VIRGINIA, INC.	US201417448	2.9	12	NASDAQ National Market	Bank	MarketCap	148335.0
